Município,UF,Índice de Progresso Social,ÁREA km²,POPULAÇÃO 2025,PIB PER CAPITA,Necessidades Humanas Básicas,Fundamentos do Bem-estar,Oportunidades,Nutrição e Cuidados Médicos Básicos,Água e Saneamento,Moradia,Segurança Pessoal,Acesso ao Conhecimento Básico,Acesso à Informação e Comunicação,Saúde e Bem-estar,Qualidade do Meio Ambiente,Direitos Individuais,Liberdades Individuais e de Escolha,Inclusão Social,Acesso à Educação Superior,Cobertura Vacinal (poliomielite),Hospitalizações por Condições Sensíveis à Atenção Primária,Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,Mortalidade Infantil até 5 anos,Subnutrição,Abastecimento de Água Via Rede de Distribuição,Esgotamento Sanitário Adequado,Índice de Abastecimento de Água,Índice de Perdas de Água na Distribuição,Domicílios com Coleta de Resíduos Adequada,Domicílios com Iluminação Elétrica Adequada,Domicílios com Paredes Adequadas,Domicílios com Pisos Adequados,Assassinatos de Jovens,Assassinatos de Mulheres,Homicídios,Mortes por Acidentes de Transporte,Abandono no Ensino Fundamental,Abandono no Ensino Médio,Distorção Idade-Série no Ensino Médio,Evasão no Ensino Médio,Ideb Ensino Fundamental,Reprovação Escolar no Ensino Médio,Cobertura de Internet Móvel (4G/5G),Densidade de Internet Banda Larga Fixa,Densidade Telefonia Móvel,Qualidade de Internet Móvel,Consumo de ultraprocessados,Expectativa de Vida ,Mortalidade entre 15 e 50 anos,Mortalidades por Doenças Crônicas Não Transmissíveis ,Obesidade,Suicídios,Áreas Verdes Urbanas,Emissões de CO₂e por Habitante,Focos de Calor,Índice de Vulnerabilidade Climática dos Municípios (IVCM),Supressão da Vegetação Primária e Secundária,Acesso a Programas de Direitos Humanos,Existência de Ações para Direitos de Minorias,Índice de Atendimento à Demanda de Justiça,Resposta a Processos Previdenciários,Resposta a Processos Familiares,Taxa de Congestionamento Líquida de Processos,"Acesso à Cultura, Lazer e Esporte",Gravidez na Adolescência (<19),Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD),Praças e Parques em Áreas Urbanas,Famílias em Situação de Rua,Paridade de Gênero na Câmara Municipal,Paridade de Negros na Câmara Municipal,Violência Contra Indígenas,Violência Contra Mulheres,Violência Contra Negros,Empregados com Ensino Superior,Mulheres Empregadas com Ensino Superior,Nota Mediana no Enem
São João do Sul,SC,55.90,184.38,9278.00,46853.31,64.66,65.56,37.48,79.55,27.81,85.43,65.85,71.15,74.98,59.04,57.06,23.11,51.57,46.25,28.99,92.88,1973.47,117.36,18.02,2.20,11.70,36.97,16.23,35.80,44.15,99.25,85.79,90.11,11.12,4.58,9.02,15.63,0.32,7.64,28.48,10.28,5.40,11.98,87.50,49.31,48.29,95.13,50.00,75.39,187.98,404.67,33.88,15.76,10.67,5.39,12.15,3.19,49.86,3.00,0.00,593.08,1142.92,46.21,86.31,2.00,10.28,1.18,0.31,194.18,0.44,0.00,,4.43,103.63,29.97,45.76,534.86
Tanquinho,BA,55.89,243.84,7991.00,10491.93,65.88,60.18,41.62,74.18,78.02,88.65,22.65,69.10,67.98,47.16,56.49,23.58,55.44,71.28,16.18,94.03,545.73,168.06,10.52,5.47,76.67,70.11,97.51,42.27,77.91,86.43,81.85,98.00,209.36,0.00,72.85,35.16,2.24,3.98,42.98,3.04,3.40,7.62,83.02,16.66,53.78,92.70,53.15,71.10,377.36,473.02,27.20,2.51,5.60,0.00,27.98,2.36,49.60,6.00,0.00,1418.77,3791.06,71.63,126.91,3.00,16.64,0.00,0.27,3.41,0.44,0.97,,54.14,42.92,17.32,28.45,452.96
Serra dos Aimorés,MG,55.88,213.57,6859.00,23192.74,67.26,60.87,39.51,71.85,75.85,95.24,26.12,75.19,64.24,46.61,57.42,16.59,53.25,63.27,24.94,93.64,1232.00,142.51,19.40,5.45,91.61,65.76,72.27,37.24,95.42,91.42,92.72,99.32,130.32,5.60,50.42,5.64,1.18,4.46,26.94,6.66,4.69,3.28,93.05,11.89,57.76,75.19,89.87,72.06,397.39,346.82,26.01,8.26,9.29,0.00,2.91,0.35,49.25,1.00,0.00,777.70,1583.43,64.93,101.70,2.00,16.89,1.54,0.27,11.05,0.22,0.88,,75.52,135.59,32.63,44.24,480.14
São Miguel de Taipu,PB,55.88,92.41,7307.00,16771.73,58.40,61.95,47.28,75.09,51.59,84.48,22.44,68.08,68.65,49.28,61.80,16.15,50.34,84.84,37.79,92.63,521.74,158.03,24.81,3.07,34.93,36.52,53.08,12.26,41.80,88.17,84.36,96.88,148.88,5.51,49.64,35.79,5.36,3.12,28.38,8.42,3.53,1.58,97.26,13.86,46.80,89.95,66.95,68.26,283.25,398.65,24.80,8.28,2.72,1.37,29.41,8.75,50.82,1.00,0.00,999.73,1494.88,63.88,97.81,5.00,15.95,0.57,0.29,0.75,0.67,0.78,,16.41,0.00,63.43,76.50,473.76
São Vicente do Seridó,PB,55.87,262.75,10652.00,10514.74,63.64,61.28,42.69,78.70,35.37,88.69,51.79,73.92,63.46,53.06,54.69,19.21,48.65,73.79,29.11,94.21,1307.18,126.20,14.28,3.47,37.38,11.45,35.78,50.82,48.35,94.53,88.90,98.61,43.94,7.62,26.57,11.39,0.74,3.20,25.08,11.66,4.45,1.74,82.69,19.89,33.51,90.21,71.60,67.83,232.19,349.86,22.78,9.46,2.08,0.94,21.93,1.50,58.93,1.00,0.00,512.07,854.23,63.08,126.97,1.00,15.69,0.58,0.31,0.61,0.67,0.59,,26.51,28.25,37.19,53.37,496.88
Ibitiara,BA,55.87,1834.00,15049.00,9644.49,66.60,54.91,46.09,69.43,43.55,78.32,75.11,76.91,38.17,54.99,49.56,25.07,53.58,87.68,18.03,86.31,2227.19,135.16,13.97,6.22,42.30,8.87,35.55,17.18,34.79,92.93,57.67,95.83,0.00,2.62,7.84,32.86,1.94,3.88,17.98,9.16,5.20,0.56,18.39,0.25,24.76,80.20,27.52,69.61,263.80,416.55,18.44,17.05,6.43,20.60,24.16,1.90,61.49,1.00,4.00,1053.08,788.47,70.87,132.67,4.00,12.03,2.42,0.29,1.86,0.67,0.56,,2.66,0.00,14.63,22.16,499.46
São José da Coroa Grande,PE,55.86,69.18,19511.00,19961.61,57.85,65.92,43.82,72.66,57.38,82.71,18.63,77.69,83.02,40.94,62.04,30.89,51.14,68.27,24.98,90.94,646.15,215.00,15.98,3.73,63.73,2.67,90.75,61.08,83.90,65.51,77.66,97.14,250.43,11.91,95.78,15.45,0.36,1.24,23.28,6.00,3.99,1.40,94.66,65.27,63.23,95.58,63.26,69.15,385.83,528.06,27.67,5.14,1.44,0.51,10.78,3.98,51.99,3.00,4.00,409.74,1507.05,60.50,132.41,2.00,21.28,0.46,0.30,4.08,0.18,0.80,333.33,15.86,0.00,30.46,38.85,500.16
São João de Pirabas,PA,55.86,668.06,21477.00,10843.13,66.12,60.27,41.18,69.67,73.56,65.70,55.55,62.96,64.49,57.88,55.76,27.76,49.37,64.77,22.80,65.98,1002.61,182.33,11.89,3.87,82.26,23.05,74.70,4.98,74.57,59.99,42.97,80.15,44.73,1.93,21.37,9.30,1.18,8.14,51.24,14.50,3.96,4.46,85.23,2.03,42.18,95.75,59.36,70.18,225.90,408.94,21.43,2.79,3.23,19.56,31.25,3.14,52.03,5.00,0.00,416.73,1265.38,51.48,112.96,3.00,25.02,0.00,0.30,1.46,0.55,0.00,,38.65,40.44,30.97,39.21,470.54
Miranda do Norte,MA,55.84,341.11,24373.00,23729.78,63.12,64.02,40.36,69.01,35.24,85.73,62.51,75.65,64.92,62.15,53.36,25.40,48.40,61.01,26.63,73.14,1118.49,146.75,18.41,4.81,73.19,29.86,1.63,73.83,82.26,91.86,70.43,91.90,28.58,1.62,18.71,34.96,0.34,3.76,23.18,8.32,4.65,4.76,93.35,6.18,36.00,92.53,49.89,70.04,193.20,398.75,17.71,2.43,11.31,7.80,55.94,5.53,47.30,4.00,0.00,1317.19,355.13,51.79,110.79,3.00,20.84,0.34,0.28,0.00,0.55,1.00,666.67,44.11,54.98,33.74,41.86,504.10
Amarante,PI,55.83,1152.13,17594.00,13865.75,64.76,60.82,41.92,61.90,54.02,73.29,69.84,70.23,66.13,53.94,52.96,20.20,48.97,76.35,22.14,88.45,2603.59,177.25,31.15,6.02,61.76,26.72,56.14,41.52,45.35,88.19,54.63,83.99,5.25,0.00,14.77,19.32,0.80,5.54,33.60,9.82,3.78,3.10,70.46,23.06,48.78,95.95,62.83,70.00,259.62,436.95,18.89,9.09,8.86,50.02,12.49,1.74,52.39,3.00,0.00,1312.14,846.44,65.75,78.22,4.00,19.32,1.28,0.30,0.00,0.55,0.00,,4.45,3.74,27.70,38.72,472.82
Ourilândia do Norte,PA,55.83,14410.57,35252.00,29871.04,63.90,61.16,42.43,64.32,81.42,85.43,24.44,66.62,70.99,60.36,46.65,31.44,45.13,65.47,27.66,75.33,5458.65,160.60,23.88,3.86,74.11,86.99,92.96,27.54,79.15,87.00,76.13,92.10,105.13,13.25,66.52,55.33,2.04,11.64,34.46,10.92,4.36,2.42,80.32,24.63,64.18,92.87,68.76,72.72,281.02,294.16,20.74,4.09,38.65,14.47,11.60,1.84,60.70,1.00,7.00,613.97,1560.06,57.88,97.57,3.00,24.52,0.79,0.31,0.27,0.15,0.87,5.45,58.08,19.14,36.80,40.57,511.56
Glória,BA,55.83,1566.61,16107.00,18477.37,71.65,57.08,38.75,70.96,62.13,84.56,68.96,66.63,52.26,58.17,51.28,22.71,51.05,59.08,22.14,61.78,538.17,161.04,10.81,3.87,67.84,29.86,65.08,27.63,68.69,81.94,76.79,96.54,5.69,0.00,18.82,20.06,1.96,6.08,38.08,12.96,4.13,4.42,43.36,5.63,39.87,90.55,61.58,71.51,223.87,409.95,23.05,5.01,5.91,3.10,17.94,0.59,60.31,5.00,0.00,1878.35,2167.27,54.20,86.69,4.00,16.75,1.19,0.27,0.78,0.55,0.25,23.62,79.57,37.07,24.38,36.75,487.12
Tejuçuoca,CE,55.83,758.71,17646.00,9880.37,64.98,60.55,41.95,84.36,50.78,86.32,38.45,79.14,57.15,55.56,50.36,17.20,56.81,64.59,29.21,99.56,345.66,113.24,12.50,2.59,71.11,5.29,43.88,38.77,56.45,90.54,80.57,97.26,76.81,4.62,40.81,17.00,0.28,2.80,18.70,8.58,5.06,0.48,61.55,7.70,31.17,95.29,65.87,69.54,217.10,340.97,25.36,10.20,5.31,57.80,18.56,0.00,55.68,1.00,0.00,594.67,1476.12,62.98,81.92,5.00,17.29,0.00,0.28,0.32,0.36,0.99,,129.37,206.54,42.00,59.91,468.24
Cristalândia do Piauí,PI,55.82,1202.90,7431.00,12050.46,63.77,54.30,49.39,70.07,28.45,74.41,82.16,68.63,37.88,69.51,41.18,35.88,43.42,92.88,25.37,58.57,279.24,90.39,20.46,4.58,25.46,44.56,13.14,56.32,45.10,81.65,70.33,82.11,0.00,0.00,5.22,13.28,1.40,7.02,47.82,6.88,3.65,0.00,42.35,4.19,29.51,57.41,85.71,71.18,133.59,278.90,11.44,2.67,66.36,109.00,34.29,2.08,51.56,6.00,5.00,1498.73,947.10,67.59,105.21,1.00,21.15,2.32,0.34,2.75,0.67,0.68,,0.00,0.00,38.62,57.40,435.89
Cícero Dantas,BA,55.82,817.02,32292.00,15583.49,66.48,58.05,42.92,72.21,68.71,89.72,35.30,68.76,62.54,48.81,52.10,17.29,51.48,79.65,23.25,83.84,958.27,134.49,25.99,3.70,75.27,65.21,67.53,37.72,61.52,93.51,86.91,98.64,117.56,7.37,46.45,21.68,0.36,9.56,40.16,9.24,4.23,3.50,65.35,15.02,46.66,94.95,78.08,67.73,294.86,343.92,21.86,11.76,6.69,0.31,41.98,3.59,55.33,1.00,0.00,868.95,1707.60,48.44,88.44,4.00,16.49,0.93,0.27,0.89,0.31,0.73,,3.69,6.90,26.55,33.35,503.26
Terra Nova,BA,55.82,193.24,10976.00,15021.05,63.74,58.21,45.50,73.22,77.31,85.82,18.63,65.53,70.03,45.38,51.88,36.57,53.07,72.51,19.83,96.15,214.59,145.77,20.24,5.50,73.54,85.37,84.54,33.04,88.49,88.32,63.28,96.69,207.71,10.19,80.31,5.20,1.36,9.00,61.30,5.60,3.87,3.12,96.73,12.12,46.22,95.48,72.13,67.02,344.93,379.02,23.29,7.09,5.45,0.00,34.05,4.23,60.26,3.00,10.00,2193.39,2976.39,67.55,83.77,2.00,20.58,0.92,0.27,0.37,0.00,0.81,,23.92,4.31,24.24,35.79,460.83
Barra,BA,55.81,11428.11,53642.00,10411.49,69.62,55.82,42.01,67.63,65.63,78.94,66.26,66.67,56.84,56.69,43.06,29.53,45.62,73.57,19.33,80.60,1200.79,176.25,21.15,4.95,68.22,41.49,80.74,42.74,51.09,88.81,66.13,89.54,30.92,2.31,19.18,7.90,1.60,7.82,42.82,9.50,3.87,4.08,47.24,20.56,33.97,96.20,68.83,69.99,223.97,426.48,16.78,8.28,17.40,130.68,15.05,5.08,63.85,8.00,0.00,955.21,2596.21,62.68,98.98,7.00,21.83,0.87,0.32,0.18,0.53,0.71,,25.39,27.93,21.54,30.56,475.26
Canapi,AL,55.81,600.88,15730.00,14948.57,60.09,58.46,48.87,70.20,35.76,85.50,48.92,77.15,56.12,46.75,53.81,26.85,43.16,83.48,42.00,87.98,316.60,171.45,22.32,5.02,12.13,49.57,31.54,29.73,40.43,89.89,85.83,97.99,44.85,4.98,39.73,18.78,0.50,0.52,20.92,11.74,4.68,0.46,59.59,6.73,29.13,95.51,75.71,68.11,334.81,450.17,18.84,6.26,5.68,0.64,20.41,0.02,53.98,4.00,0.00,576.35,518.98,50.21,120.19,2.00,21.19,0.98,0.35,0.97,0.18,0.25,,0.00,0.00,66.37,101.66,455.86
Governador Edison Lobão,MA,55.81,615.96,18963.00,23625.32,66.23,59.59,41.60,71.08,75.01,81.40,37.43,65.72,71.27,51.69,49.69,23.82,45.23,69.87,27.49,86.30,1248.18,165.96,18.69,4.54,88.63,33.99,85.39,32.00,53.30,97.13,54.47,96.53,92.37,4.39,39.89,40.89,1.84,5.16,31.56,13.00,3.93,11.14,85.30,25.86,55.01,94.75,55.66,70.84,296.29,472.22,20.63,9.72,9.65,7.38,49.00,0.84,51.40,3.00,0.00,368.64,1402.62,47.90,95.50,2.00,23.52,0.10,0.31,3.95,0.18,0.83,,32.86,22.94,35.69,48.29,493.46
Nioaque,MS,55.80,3909.74,13354.00,46336.98,71.77,57.83,37.81,79.36,59.39,81.74,66.59,71.75,57.03,59.69,42.86,27.51,50.82,46.70,26.20,99.88,931.93,127.85,21.62,2.83,78.24,26.22,50.04,33.27,51.82,86.88,73.30,93.70,6.89,3.09,8.85,30.68,0.60,3.94,30.04,11.78,4.67,6.54,50.75,4.47,43.93,97.00,70.75,74.34,210.27,393.18,28.61,5.86,77.54,13.48,35.01,4.42,60.89,5.00,0.00,651.65,507.48,62.09,106.62,2.00,15.60,0.93,0.29,2.43,0.22,0.81,29.95,701.30,590.72,33.62,46.60,487.32
Inhambupe,BA,55.80,1082.28,35390.00,20572.39,65.32,58.82,43.28,72.58,61.68,87.57,39.45,62.23,64.14,54.68,54.20,37.95,54.98,63.62,16.57,85.95,496.87,160.53,22.09,3.92,80.75,32.70,56.50,40.50,61.17,90.75,82.31,97.74,91.99,4.43,48.26,18.54,2.94,9.92,55.14,7.76,3.49,3.74,69.58,13.68,55.47,92.06,63.51,70.43,268.33,377.39,21.18,9.55,6.27,3.39,47.76,3.31,48.83,8.00,6.00,2987.95,3836.37,85.84,143.07,2.00,14.87,0.46,0.28,1.42,0.15,0.81,,98.42,74.05,16.68,23.72,471.38
São José da Tapera,AL,55.80,490.88,31569.00,13339.92,67.56,59.24,40.61,75.11,45.64,86.23,63.24,72.52,56.24,48.11,60.07,31.69,47.63,52.10,31.03,88.90,537.27,164.37,17.60,3.57,53.61,8.10,56.41,55.28,51.57,90.23,84.79,96.42,25.76,6.32,20.98,15.26,0.84,5.62,26.80,11.84,4.61,1.88,65.07,1.58,30.30,93.98,73.43,67.20,244.09,470.28,23.16,8.26,3.18,0.32,11.68,3.39,51.43,8.00,0.00,882.68,1061.09,61.18,112.61,3.00,17.51,0.96,0.32,2.34,0.46,0.90,61.54,372.40,366.30,46.09,59.04,481.58
Jurema,PI,55.80,1271.88,4501.00,12898.91,67.33,54.58,45.49,71.45,39.99,80.37,77.51,65.40,43.74,55.65,53.51,18.40,49.84,86.01,27.71,85.97,1288.18,114.19,23.96,4.91,42.36,30.43,34.65,49.02,37.85,87.12,82.54,89.26,0.00,0.00,8.89,35.46,1.66,5.68,49.22,10.92,3.84,5.24,52.50,0.06,33.36,66.66,81.49,71.04,236.19,372.62,18.79,13.30,28.35,57.76,9.20,7.51,52.25,2.00,0.00,830.67,2432.13,54.82,97.61,1.00,22.21,2.24,0.31,0.00,0.67,0.72,,9.46,0.00,44.84,47.69,471.62
Pindaré-Mirim,MA,55.80,268.29,32542.00,10957.65,58.86,59.59,48.95,63.99,46.82,72.17,52.45,64.34,70.20,55.77,48.04,23.00,49.68,77.32,45.81,65.87,1098.12,179.64,14.43,6.14,73.48,7.50,40.32,58.17,55.73,79.27,54.45,83.64,71.10,1.19,35.56,7.97,3.42,9.86,29.64,12.32,3.77,3.82,97.16,28.91,31.77,95.13,65.84,70.30,238.59,436.44,19.09,6.74,6.23,1.54,70.17,1.41,52.63,2.00,0.00,550.05,442.13,45.90,83.75,7.00,25.78,2.17,0.31,2.27,0.77,0.82,,23.92,27.44,73.60,100.62,485.66
Itaguatins,TO,55.79,730.16,5160.00,19422.48,69.01,59.59,38.79,70.64,67.11,70.44,67.84,74.43,54.93,64.99,43.99,16.11,46.97,75.36,16.71,76.73,468.71,136.86,19.83,4.88,67.92,92.74,56.50,37.74,14.99,89.90,51.12,87.98,18.37,0.00,15.14,22.45,0.34,1.64,27.18,9.64,3.98,2.78,59.77,6.34,47.01,81.85,87.78,72.94,193.72,291.18,20.65,0.00,37.34,46.51,49.54,1.91,51.71,1.00,0.00,1090.21,1360.88,65.11,103.48,1.00,22.47,0.65,0.27,0.00,0.44,0.64,,101.54,0.00,16.78,24.68,470.54
Luís Domingues,MA,55.79,467.25,7366.00,9876.05,68.28,59.82,39.26,70.80,58.03,80.68,63.61,72.51,63.81,55.52,47.45,16.41,51.28,70.75,18.62,70.65,551.41,142.76,21.27,3.77,72.33,72.72,40.30,50.36,77.92,89.81,56.42,89.92,31.85,5.70,19.29,5.50,1.34,2.72,25.64,9.60,3.87,3.82,85.84,1.43,44.94,92.09,75.57,69.05,223.95,351.58,17.29,13.73,5.28,59.73,33.08,0.01,57.28,1.00,0.00,982.46,1543.56,58.62,88.87,2.00,23.97,1.86,0.27,0.00,0.67,0.71,,91.13,32.95,20.87,31.16,466.77
Independência,CE,55.79,3237.13,24463.00,16683.48,65.40,62.12,39.84,78.41,58.32,89.49,35.40,87.79,59.49,52.05,49.15,19.42,59.72,58.28,21.93,91.47,881.21,116.34,19.68,3.06,47.93,85.56,47.63,29.32,46.15,99.12,88.48,98.60,85.85,9.68,42.76,15.31,0.08,0.86,11.32,5.32,6.96,0.04,59.94,19.94,37.56,92.85,75.18,70.51,282.61,355.63,26.33,8.06,18.52,32.70,38.26,1.89,50.31,3.00,0.00,929.54,1900.39,73.57,115.01,5.00,14.27,2.15,0.26,5.90,0.18,0.41,,115.33,105.96,20.58,26.48,520.78
Santa Maria da Vitória,BA,55.78,1984.91,40474.00,17215.03,66.12,61.04,40.19,71.22,73.13,86.57,33.57,70.19,62.72,57.41,53.83,13.32,52.32,73.42,21.72,82.88,980.02,132.60,16.49,5.51,80.69,8.99,85.37,9.63,62.06,92.89,78.01,95.90,90.57,8.90,42.32,22.65,2.36,7.32,32.56,8.12,4.22,1.68,63.62,13.61,57.46,91.17,63.77,70.49,278.51,350.60,17.97,4.92,10.15,6.92,22.36,4.58,55.71,1.00,0.00,1658.27,4289.46,59.27,78.83,2.00,15.22,5.47,0.28,5.73,0.15,0.74,,69.38,0.00,23.95,32.77,492.94
Lago do Junco,MA,55.78,328.52,9687.00,11176.22,65.52,60.86,40.97,71.08,35.80,73.20,81.99,75.66,49.19,60.76,57.83,20.27,45.45,66.11,32.04,87.89,3440.42,135.49,18.01,4.23,61.09,6.23,30.88,76.46,44.17,95.29,51.10,81.40,0.00,0.00,6.00,16.18,0.22,4.26,36.48,5.68,4.57,1.00,50.06,0.10,28.10,86.84,88.89,69.47,146.84,390.02,13.91,8.14,11.86,17.55,49.47,13.61,49.96,2.00,0.00,731.39,1220.97,52.26,104.54,2.00,22.87,0.25,0.31,0.00,0.44,0.50,,53.61,73.94,42.41,61.84,497.80
Codó,MA,55.77,4361.60,118283.00,15285.65,60.87,60.81,45.64,47.14,74.13,70.79,51.41,72.70,62.97,56.96,50.61,46.95,48.38,56.84,30.37,57.06,973.53,147.00,17.76,13.55,79.57,76.32,86.93,54.97,66.42,89.99,47.64,72.99,47.71,4.90,28.31,18.44,1.14,2.38,29.68,9.88,4.02,2.88,75.40,11.33,35.93,97.18,70.20,70.22,258.63,380.72,15.74,7.21,14.76,24.94,29.04,4.25,55.64,8.00,6.00,755.45,423.08,43.78,113.63,7.00,22.58,0.42,0.31,15.84,0.11,0.86,35.09,72.74,48.53,42.94,56.57,488.44
Flores de Goiás,GO,55.77,3695.11,14273.00,20147.76,64.17,56.01,47.13,79.57,36.38,79.37,61.35,75.98,45.66,66.81,35.59,47.82,50.54,68.11,22.04,90.57,189.71,82.46,13.97,4.62,31.03,5.09,25.27,15.63,31.08,88.53,71.33,94.74,24.29,0.00,27.23,52.95,0.82,0.12,29.14,11.70,4.80,0.12,31.35,9.18,24.23,87.68,62.54,72.96,167.65,264.35,23.65,5.74,87.77,96.69,50.24,1.57,57.36,7.00,8.00,472.50,613.94,62.12,113.98,3.00,22.75,1.27,0.30,1.55,0.44,0.78,,60.57,77.06,24.64,39.42,478.54
Tuntum,MA,55.76,3369.12,37364.00,10976.53,66.80,57.36,43.12,73.04,53.82,73.93,66.43,65.51,56.05,60.14,47.73,38.68,48.81,63.85,21.16,84.13,3000.95,109.08,17.24,4.04,92.31,18.27,38.98,61.17,59.62,85.51,53.69,83.09,27.39,3.23,18.38,12.63,4.14,8.84,28.44,11.84,4.16,3.48,61.84,2.51,32.13,94.17,58.04,68.57,203.11,319.13,18.08,6.86,38.26,48.17,43.29,21.93,62.62,9.00,0.00,365.64,524.69,37.29,97.02,3.00,21.91,1.14,0.28,0.23,0.00,0.51,,42.98,29.56,19.65,29.72,505.68
Nova Timboteua,PA,55.76,489.85,13175.00,14047.59,64.75,61.83,40.69,79.26,52.75,74.20,52.81,67.69,64.65,64.86,50.14,22.21,47.48,67.18,25.88,93.19,292.39,96.62,20.30,3.65,83.07,40.73,21.06,41.77,75.60,72.58,45.52,92.01,57.90,0.00,28.28,35.79,1.18,7.24,48.98,9.32,4.18,2.50,77.50,0.36,56.81,94.12,53.78,72.43,191.75,301.92,24.64,3.00,7.30,9.87,72.30,3.21,48.29,1.00,0.00,394.45,625.82,36.02,107.40,4.00,22.20,0.35,0.29,0.00,0.22,0.80,,43.28,70.59,30.83,42.13,502.38
São Luís do Curu,CE,55.75,122.86,10888.00,14786.65,59.58,62.22,45.45,74.09,61.04,85.76,17.44,79.86,68.02,44.94,56.08,18.75,54.37,81.02,27.65,59.58,472.67,122.46,13.16,2.91,72.77,30.15,57.74,30.51,64.09,94.58,73.30,94.72,135.06,24.20,66.15,19.51,0.62,0.12,21.44,6.32,4.56,0.00,97.06,3.79,40.18,97.48,72.24,68.13,353.65,448.09,23.76,3.65,3.18,4.59,21.75,0.00,51.49,2.00,0.00,863.14,1292.75,60.02,74.98,3.00,16.15,1.06,0.29,5.22,0.44,0.44,,7.05,0.00,38.55,52.52,476.85
Luislândia,MG,55.75,411.71,6323.00,13042.54,67.98,59.88,39.38,64.78,52.76,78.39,75.99,76.16,64.89,52.71,45.78,17.09,53.54,60.85,26.02,88.24,1105.17,157.31,38.22,5.09,44.42,41.86,45.31,14.74,44.96,86.07,83.61,81.63,0.00,6.45,9.42,6.30,1.34,7.06,17.96,8.24,5.26,1.86,80.55,0.20,56.51,92.88,75.99,72.96,305.88,391.42,20.64,15.70,13.71,3.16,44.58,0.56,58.82,1.00,0.00,771.96,1021.75,71.91,115.83,3.00,13.85,1.03,0.29,4.07,0.22,0.68,,128.55,121.09,30.42,49.05,488.13
Poço das Trincheiras,AL,55.75,284.53,12965.00,11322.87,61.90,55.69,49.65,72.69,26.89,85.14,62.87,64.19,48.75,53.49,56.34,51.30,46.35,71.63,29.33,77.32,390.03,163.15,21.17,3.12,24.14,8.21,28.75,57.55,50.42,86.48,82.39,97.97,18.76,9.27,10.64,10.70,0.18,12.70,35.20,14.32,4.17,7.24,39.23,3.04,21.84,95.41,67.97,68.12,231.88,395.59,19.09,10.61,3.87,0.00,16.01,1.37,54.10,9.00,7.00,363.70,644.47,52.29,122.23,4.00,22.64,0.62,0.32,0.00,0.67,0.87,,40.25,138.50,42.29,60.99,466.20
Bertópolis,MG,55.74,427.80,4546.00,13809.94,68.62,60.29,38.32,54.96,69.95,77.47,72.11,78.74,63.01,53.35,46.06,22.95,42.75,70.45,17.11,80.08,4657.21,134.09,81.13,6.79,67.06,85.90,61.02,24.11,66.02,78.79,72.83,83.34,21.01,0.00,4.36,4.35,0.54,1.32,22.50,6.00,4.92,4.36,68.20,7.04,53.23,94.66,54.47,72.96,360.00,397.69,14.29,17.47,19.55,4.40,29.34,1.34,61.50,4.00,0.00,823.41,1274.36,66.30,109.11,2.00,26.33,2.33,0.32,0.00,0.44,0.99,89.47,91.22,0.00,17.43,25.46,471.74
Sumidouro,RJ,55.74,413.41,15693.00,46762.31,63.94,65.22,38.06,72.50,36.36,81.32,65.59,75.60,73.87,54.00,57.42,20.20,49.72,52.78,29.55,55.34,1472.51,125.36,13.23,2.51,23.34,32.35,27.16,26.02,61.65,76.22,70.60,98.09,36.65,5.23,10.21,10.22,0.12,2.06,26.56,10.08,5.02,6.18,73.02,47.43,59.07,97.07,84.52,72.78,251.59,485.22,23.69,3.84,5.22,1.27,11.97,0.77,50.39,1.00,2.00,532.22,2748.87,62.33,75.78,7.00,15.07,7.62,0.31,0.00,0.36,0.00,,180.29,395.26,34.46,46.57,527.10
Cândido Sales,BA,55.73,1169.81,26469.00,10920.59,69.67,57.25,40.28,76.44,65.73,84.46,52.05,65.74,58.52,57.73,46.99,24.41,49.04,60.32,27.34,86.33,1370.11,161.73,9.63,3.42,70.74,8.52,78.50,18.77,76.00,94.95,62.63,93.30,61.27,4.53,28.58,28.61,4.04,6.08,30.20,12.86,3.92,3.10,68.80,2.54,38.88,92.27,50.53,72.90,297.81,407.06,20.97,4.50,22.99,19.65,36.06,0.78,54.00,4.00,2.00,2218.32,2752.82,47.26,73.41,4.00,16.80,0.58,0.30,0.79,0.36,0.88,41.67,102.61,52.17,31.49,48.51,502.96
Padre Marcos,PI,55.73,278.70,6468.00,13674.24,61.14,58.36,47.68,61.74,49.99,87.85,45.00,78.49,61.44,42.78,50.71,22.10,50.44,87.42,30.76,90.34,563.19,242.88,36.22,5.21,49.21,11.76,63.33,39.91,44.98,93.86,90.95,96.81,55.41,17.76,33.62,12.26,0.04,2.52,26.46,6.90,4.74,0.10,77.37,0.19,45.70,91.67,69.67,66.95,274.92,575.79,21.90,12.28,5.20,15.46,35.47,0.00,54.79,3.00,0.00,733.20,1208.79,54.98,104.19,3.00,15.56,3.49,0.30,0.00,0.44,0.34,,0.00,0.00,47.95,59.16,472.60
